time,temp (C),hum
1564634700,26.11111111,56
1564634700,27.22222222,49
1564634700,28.88888889,36
1564681500,28.88888889,40
1564685100,30,39
1564688700,28.88888889,46
1564692300,28.88888889,40
1564695900,30,41
1564699500,28.88888889,40
1564703100,25,63
1564706700,22.22222222,70
1564710300,22.22222222,75
1564713300,21.11111111,75
1564714500,21.11111111,75
1564715700,20,80
1564716900,20,80
1564718100,21.11111111,75
1567311300,13.88888889,80
1567312500,13.88888889,80
1567313700,13.88888889,80
1567311300,12.77777778,80
1567312500,12.77777778,80
1567313700,12.77777778,80
1567311300,12.77777778,80
1567313700,12.77777778,80
1567311300,13.88888889,80
1567313700,12.77777778,80
1567311300,12.77777778,80
1567313700,13.88888889,80
1567311300,12.77777778,80
1567313700,13.88888889,80
1567311300,12.77777778,80
1567313100,12.77777778,80
1567313100,16.11111111,80
1567313700,17.77777778,66
1567313700,20,58
1567313100,22.22222222,55
1567313700,23.88888889,48
1567313100,25,48
1567359900,23.88888889,48
1567363500,23.88888889,48
1567367100,25,45
1567370700,25,43
1567374300,23.88888889,52
1567377960,22.77777778,55
1567381740,21.11111111,62
1567385100,21.11111111,66
1567388700,20,70
1567392900,17.77777778,80
1567394100,17.77777778,80
1567395300,17.77777778,75
1567396500,17.77777778,75
1569903300,15,80
1569904500,15,80
1569905700,15,80
1569903300,16.11111111,75
1569904500,16.11111111,75
1569905700,16.11111111,75
1569904500,16.11111111,75
1569905700,15,80
1569903300,16.11111111,75
1569904500,15,80
1569905700,15,80
1569903300,15,80
1569904500,15,80
1569905700,16.11111111,75
1569904500,15,80
1569905700,15,80
1569903300,15,80
1569904500,16.11111111,75
1569905100,16.11111111,70
1569905100,17.22222222,70
1569905400,17.77777778,70
1569905100,18.88888889,66
1569905100,21.11111111,62
1569905100,22.22222222,62
1569905100,22.77777778,59
1569951900,23.88888889,59
1569955500,27.22222222,46
1569959100,27.77777778,49
1569962700,27.77777778,49
1569966300,27.22222222,52
1569969900,25,59
1569973500,23.88888889,62
1569977100,22.77777778,66
1569980700,23.88888889,62
1569983700,22.77777778,62
1569984900,22.22222222,66
1569986100,22.22222222,66
1569987300,22.22222222,66
1569988500,22.77777778,62
1572581700,22.22222222,70
1572582900,17.22222222,75
1572584100,15,75
1572581400,15,70
1572582900,13.88888889,75
1572584100,11.11111111,80
1572582900,10,80
1572584100,7.777777778,80
1572582900,8.888888889,60
1572584100,8.888888889,56
1572582900,8.888888889,52
1572584100,7.777777778,49
1572581700,7.777777778,49
1572582900,7.222222222,48
1572584100,7.222222222,48
1572582900,6.111111111,52
1572583500,7.222222222,48
1572583500,6.111111111,52
1572583500,7.777777778,45
1572583500,10,43
1572583500,12.22222222,37
1572583500,12.22222222,35
1572630300,12.22222222,37
1572633900,12.22222222,35
1572637500,12.22222222,32
1572641100,12.22222222,32
1572648300,10,37
1572651960,7.222222222,52
1572655500,7.222222222,48
1572659100,6.111111111,52
1572662100,5,56
1572663300,3.888888889,64
1572664500,2.777777778,69
1572665700,2.777777778,69
1572666900,2.777777778,74
1575177300,-1.111111111,51
1575178500,-2.222222222,55
1575179700,-1.111111111,47
1575178500,-2.222222222,51
1575179700,-2.222222222,51
1575177300,-2.222222222,51
1575178500,-2.777777778,55
1575179700,-2.777777778,55
1575178500,-2.777777778,55
1575179700,-2.777777778,55
1575177300,-2.777777778,59
1575178500,-2.777777778,59
1575179700,-3.888888889,64
1575177300,-2.777777778,59
1575178500,-2.777777778,59
1575179700,-2.777777778,59
1575178500,-2.777777778,59
1575179100,-2.777777778,64
1575179100,-2.222222222,51
1575179100,-2.222222222,51
1575179100,-2.222222222,51
1575179100,-2.222222222,55
1575179100,-2.222222222,68
1575223200,-2.222222222,80
1575225900,-2.222222222,80
1575229500,-1.111111111,80
1575233100,0,80
1575236700,0,80
1575240600,0,80
1575244260,1.111111111,80
1575247500,1.111111111,80
1575251100,1.111111111,80
1575256500,1.111111111,80
1575257700,1.111111111,80
1575258900,1.111111111,80
1575260100,1.111111111,80
1575261300,1.111111111,80
1575262500,1.111111111,80
1577855700,2.777777778,56
1577856900,2.777777778,56
1577858100,2.777777778,56
1577855700,2.777777778,56
1577856900,2.777777778,56
1577855700,2.777777778,56
1577856900,2.777777778,52
1577858100,2.777777778,52
1577855700,2.777777778,52
1577856900,2.777777778,52
1577855700,2.222222222,56
1577856900,2.222222222,52
1577858100,2.222222222,56
1577855700,2.222222222,56
1577858100,2.222222222,60
1577856900,2.222222222,56
1577857500,2.222222222,52
1577857980,2.222222222,52
1577857500,2.777777778,44
1577857800,2.777777778,44
1577857500,2.777777778,44
1577857500,2.777777778,44
1577904300,2.777777778,41
1577907900,2.777777778,44
1577911500,2.777777778,44
1577915100,2.777777778,44
1577918700,2.222222222,48
1577922300,2.222222222,48
1577925900,1.111111111,48
1577929500,0,51
1577934900,-2.222222222,64
1577936100,-2.777777778,68
1577937300,-2.777777778,68
1577938500,-3.888888889,74
1577939700,-2.777777778,68
1577940900,-3.888888889,74
1580534100,2.222222222,80
1580536500,2.222222222,80
1580534100,2.222222222,80
1580536500,2.222222222,80
1580534100,2.222222222,80
1580536500,2.222222222,80
1580534100,2.222222222,80
1580536500,2.222222222,80
1580534100,2.222222222,80
1580536500,2.222222222,80
1580534100,2.222222222,80
1580536500,2.222222222,80
1580534100,2.222222222,80
1580535900,2.222222222,80
1580535900,2.222222222,80
1580535900,2.777777778,80
1580535900,2.777777778,80
1580535900,5,74
1580535900,5,74
1580536620,5,74
1580580600,6.111111111,69
1580582700,6.111111111,69
1580586300,6.111111111,64
1580589900,6.111111111,60
1580593800,5,64
1580597100,5,64
1580600700,5,64
1580604360,2.777777778,80
1580611500,2.777777778,80
1580613300,2.222222222,80
1580614500,2.222222222,80
1580615700,2.222222222,80
1580616900,2.222222222,80
1580618100,2.222222222,80
1580619300,2.222222222,80
1583039700,-3.888888889,43
1583040900,-3.888888889,47
1583042100,-3.888888889,47
1583039700,-3.888888889,47
1583042100,-5,50
1583040900,-5,50
1583042100,-5,50
1583040900,-5,50
1583042100,-5,50
1583039700,-5,50
1583040900,-5,50
1583042100,-5,50
1583039700,-6.111111111,54
1583040900,-6.111111111,59
1583042100,-6.111111111,54
1583039700,-6.111111111,54
1583040900,-6.111111111,54
1583041500,-6.111111111,54
1583042340,-2.222222222,47
1583041560,-2.222222222,47
1583041560,0,40
1583041560,2.222222222,35
1583041500,2.777777778,36
1583041500,3.888888889,31
1583088300,5,31
1583091900,6.111111111,27
1583095800,7.222222222,23
1583099100,6.111111111,28
1583102700,5,31
1583106300,3.888888889,36
1583109900,3.888888889,36
1583113500,-1.111111111,55
1583117100,-1.111111111,60
1583118900,-2.777777778,64
1583121300,-2.777777778,68
1583122500,-2.777777778,68
1583123700,-2.777777778,68
1583124900,-2.777777778,68
1585714500,5,69
1585715700,5,69
1585716900,5,69
1585715700,5,64
1585716900,5,64
1585714500,5,64
1585715700,5,64
1585716900,3.888888889,69
1585714500,3.888888889,69
1585715700,3.888888889,69
1585715700,3.888888889,64
1585716900,3.888888889,60
1585714500,3.888888889,60
1585715700,3.888888889,60
1585716900,3.888888889,60
1585714500,3.888888889,60
1585715700,2.777777778,64
1585716300,2.777777778,69
1585716300,3.888888889,64
1585716300,5,56
1585716300,7.222222222,48
1585716300,7.777777778,42
1585716300,8.888888889,43
1585716300,10,40
1585763100,11.11111111,35
1585766700,12.22222222,32
1585770300,12.22222222,35
1585773900,12.22222222,32
1585777500,12.22222222,32
1585781100,11.11111111,32
1585784700,10,34
1585788300,8.888888889,43
1585791900,7.777777778,40
1585794900,7.777777778,36
1585796100,7.777777778,34
1585797300,7.222222222,36
1585798500,7.222222222,36
1585799700,6.111111111,39
1588306500,12.77777778,80
1588307700,12.77777778,80
1588308900,12.77777778,80
1588306500,12.77777778,80
1588307700,12.77777778,80
1588308900,12.77777778,80
1588306500,12.77777778,80
1588308900,12.77777778,80
1588306500,12.77777778,80
1588308900,12.77777778,80
1588306500,12.77777778,80
1588307700,12.77777778,80
1588308900,12.77777778,80
1588306500,12.22222222,80
1588307700,12.22222222,80
1588308900,12.22222222,80
1588306500,12.22222222,80
1588307700,12.22222222,80
1588308360,12.77777778,80
1588308360,12.77777778,80
1588308300,12.77777778,80
1588308300,13.88888889,80
1588308300,15,80
1588308300,16.11111111,80
1588308300,16.11111111,80
1588355100,17.22222222,75
1588358700,17.77777778,66
1588362300,17.77777778,58
1588365900,18.88888889,51
1588369500,17.77777778,51
1588373100,17.77777778,48
1588376700,17.22222222,51
1588380300,16.11111111,54
1588383900,16.11111111,54
1588388100,15,50
1588389300,13.88888889,53
1588391700,13.88888889,53
1590984900,11.11111111,40
1590986100,11.11111111,25
1590987300,11.11111111,28
1590986100,7.777777778,34
1590987300,7.222222222,60
1590984900,7.222222222,64
1590986100,7.222222222,48
1590987300,6.111111111,23
1590984900,6.111111111,60
1590986100,6.111111111,69
1590987300,5,74
1590984900,6.111111111,69
1590986100,5,39
1590987300,5,56
1590984900,5,33
1590986100,5,31
1590987300,7.222222222,45
1590984900,8.888888889,7
1590986100,10,9
1590987480,12.22222222,46
1590986700,13.88888889,40
1590986700,16.11111111,38
1590986700,17.22222222,33
1590987000,17.22222222,36
1590986700,17.22222222,36
1591033500,17.77777778,34
1591037100,20,28
1591065300,12.22222222,57
1591066500,12.22222222,65
1591067700,11.11111111,65
1591068900,10,70
1591070100,10,70
1593576900,17.22222222,70
1593578100,17.22222222,75
1593579300,17.22222222,70
1593576900,17.22222222,75
1593578100,17.22222222,75
1593579300,17.22222222,75
1593578100,16.11111111,75
1593579300,17.22222222,70
1593578100,17.22222222,70
1593579300,17.22222222,70
1593576900,16.11111111,75
1593578100,16.11111111,75
1593579300,16.11111111,75
1593576900,16.11111111,70
1593578100,17.22222222,75
1593579300,17.22222222,70
1593578100,17.77777778,75
1593579060,25,63
1593578760,25,59
1593579240,21.11111111,75
1593578700,22.22222222,75
1593625500,23.88888889,71
1593629100,27.22222222,56
1593632700,27.77777778,49
1593636300,27.77777778,49
1593637920,23.88888889,66
1593639900,23.88888889,71
1593657300,18.88888889,75
1593658500,18.88888889,75
1593659700,18.88888889,70
1593660900,17.77777778,75
1593662100,17.77777778,75
1596255300,17.77777778,75
1596256500,18.88888889,70
1596257700,17.77777778,70
1596256500,17.77777778,70
1596257700,17.22222222,75
1596255300,17.22222222,75
1596256500,17.22222222,75
1596257700,16.11111111,75
1596255300,16.11111111,75
1596256500,16.11111111,75
1596255300,16.11111111,75
1596256500,16.11111111,75
1596257700,16.11111111,75
1596255300,15,75
1596256500,16.11111111,75
1596257700,15,75
1596255300,15,75
1596256500,16.11111111,75
1596254400,22.77777778,80
1596257100,26.11111111,63
1596257100,27.77777778,52
1596257100,30,47
1596257100,31.11111111,41
1596257100,32.22222222,36
1596303900,31.11111111,34
1596307500,32.77777778,27
1596311100,32.77777778,28
1596314700,32.77777778,30
1596318300,32.22222222,36
1596321900,31.11111111,41
1596336900,25,55
1596338100,23.88888889,62
1596339300,23.88888889,62
1596340500,23.88888889,62
1598933700,17.22222222,70
1598934900,17.22222222,70
1598936100,16.11111111,75
1598934900,17.22222222,75
1598936100,17.22222222,75
1598933700,17.77777778,70
1598934900,17.22222222,75
1598936100,17.77777778,70
1598933700,17.77777778,70
1598934900,17.77777778,70
1598933700,17.77777778,75
1598934900,17.77777778,75
1598936100,17.77777778,75
1598933700,17.77777778,75
1598934900,17.77777778,75
1598936100,17.77777778,75
1598933700,17.77777778,75
1598934900,17.77777778,75
1598935500,21.11111111,80
1598935500,22.22222222,80
1598935500,22.77777778,75
1598935500,23.88888889,66
1598935500,22.77777778,71
1598935500,22.77777778,75
1598982300,23.88888889,66
1598985900,25,59
1598989500,26.11111111,52
1598993100,25,55
1598996700,25,55
1599000300,23.88888889,62
1599014100,21.11111111,66
1599015300,20,70
1599016500,20,70
1599017700,20,70
1599018900,21.11111111,66
1601526900,12.77777778,70
1601528100,12.22222222,75
1601525700,12.22222222,75
1601526900,12.22222222,75
1601528100,12.22222222,75
1601525700,12.22222222,75
1601526900,11.11111111,75
1601528100,11.11111111,75
1601526900,11.11111111,80
1601528100,11.11111111,75
1601525700,11.11111111,75
1601526900,10,80
1601528100,10,80
1601525700,10,80
1601526900,10,75
1601528100,10,80
1601525700,10,80
1601526900,10,80
1601524800,12.77777778,70
1601527500,17.22222222,75
1601527500,18.88888889,62
1601527500,20,55
1601527500,21.11111111,48
1601527500,21.11111111,42
1601574300,21.11111111,42
1601577900,21.11111111,40
1601581500,21.11111111,42
1601585700,20,48
1601588700,18.88888889,51
1601592300,17.77777778,58
1601606100,15,70
1601607300,15,70
1601609700,15,70
1601610900,15,70
1604204100,1.111111111,74
1604205300,1.111111111,74
1604206500,0,80
1604204100,0,74
1604205300,0,74
1604205300,1.111111111,74
1604206500,1.111111111,74
1604206500,1.111111111,80
1604204100,2.222222222,74
1604206500,2.222222222,74
1604204100,2.222222222,74
1604206500,2.222222222,74
1604204100,2.777777778,69
1604206500,2.777777778,74
1604204100,2.777777778,74
1604205300,2.777777778,74
1604206680,6.111111111,80
1604205900,7.222222222,74
1604205900,10,70
1604206200,12.77777778,57
1604205900,12.77777778,57
1604206200,12.22222222,70
1604254200,11.11111111,80
1604256600,12.22222222,80
1604262000,12.77777778,80
1604263800,12.77777778,80
1604267160,12.77777778,80
1604270700,12.77777778,80
1604274300,12.22222222,75
1604286900,7.222222222,52
1604288100,7.222222222,48
1604289300,6.111111111,52
1604290500,6.111111111,48
1604292900,6.111111111,45
1606799700,12.77777778,75
1606800900,12.77777778,70
1606802100,12.22222222,75
1606799700,12.22222222,70
1606802100,11.11111111,75
1606799700,11.11111111,75
1606802100,10,75
1606799700,10,75
1606800900,10,75
1606802100,10,75
1606799700,10,75
1606800900,10,75
1606802100,10,75
1606799700,8.888888889,75
1606802100,10,75
1606799700,10,70
1606800900,10,70
1606802100,11.11111111,75
1606801500,11.11111111,70
1606801800,11.11111111,65
1606801920,11.11111111,61
1606801920,10,60
1606852200,7.222222222,60
1606856100,7.777777778,52
1606859100,7.222222222,52
1606862700,7.222222222,48
1606866300,6.111111111,45
1606869900,5,48
1606878900,2.777777778,52
1606880100,2.777777778,52
1606881300,2.777777778,52
1606882500,2.777777778,52
1606883700,2.777777778,52
1606884900,2.777777778,52
1606886100,48.07786563,51
1606887300,26.07606784,70
1606888500,34.02594124,43
1606889700,33.09409974,51
1606890900,34.01604792,58
1606892100,30.00185107,57
1606893300,39.07223106,68
1606894500,28.00979114,78
1606895700,33.04848473,71
1606896900,28.05414879,64
1606898100,31.09821088,42
1606899300,33.05795312,54
1606900500,37.03222475,49
1606901700,26.07091956,58
1606902900,34.09811369,57
1606904100,52.02487476,55
1606905300,32.0127791,48
1606906500,29.00563391,52
1606907700,33.0212297,78
1606908900,35.01993529,57
1606910100,27.06739585,78
1606911300,33.03240006,73
1606912500,27.03322095,62
1606913700,27.02787409,69
1606914900,37.08966344,78
1606916100,33.07826832,61
1606917300,39.06223305,49
1606918500,40.00397094,69
1606919700,35.0278475,65
1606920900,26.03287639,49
1606922100,37.0038506,44
1606923300,47.03385491,53
1606924500,34.03138356,50
1606925700,50.00065274,51
1606926900,48.03516408,69
1606928100,35.06768339,76
1606929300,29.07115992,54
1606930500,26.00059636,79
1606931700,52.09847223,56
1606932900,41.06280669,67
1606934100,43.06563954,51
1606935300,26.06470692,53
1606936500,51.07134327,46
1606937700,30.08482948,55
1606938900,33.0476799,64
1606940100,28.03488856,51
1606941300,30.03307863,63
1606942500,53.00077939,70
1606943700,27.00006166,53
1606944900,35.03497267,46
1606946100,33.09732263,75
1606947300,31.0012826,66
1606948500,26.08368942,70
1606949700,52.06472759,41
1606950900,32.04677243,65
1606952100,47.00751246,45
1606953300,26.05578474,59
1606954500,34.09027396,77
1606955700,33.06924052,41
1606956900,35.05474015,58
1606958100,33.01514733,64
1606959300,44.08663495,50
1606960500,33.0634401,69
1606961700,39.01660662,53
1606962900,26.05460678,78
1606964100,35.07972934,80
1606965300,54.07864704,74
1606966500,26.03175992,57
1606967700,35.06993453,47
1606968900,35.0689758,62
1606970100,41.06324664,42
1606971300,34.07902342,53
1606972500,50.00865428,75
1606973700,52.0446197,45
1606974900,34.02305004,69
1606976100,47.02572604,60
1606977300,30.0221441,72
1606978500,26.0217999,50
1606979700,35.0789055,57
1606980900,32.02291738,44
1606982100,29.00639708,66
1606983300,26.0155238,47
1606984500,27.08372244,42
1606985700,52.00202712,71
1606986900,28.04846505,54
1606988100,44.02032736,75
1606989300,32.02011763,46
1606990500,36.05135551,45
1606991700,35.05767186,47
1606992900,43.06915974,47
1606994100,43.00901303,73
1606995300,52.00235238,73
1606996500,51.09322081,74
1606997700,54.099298,59
1606998900,26.00488054,55
1607000100,47.0977582,62
1607001300,38.01629168,78
1607002500,29.02245265,64
1607003700,27.06114732,69
1607004900,44.00742302,75
1607006100,29.02899135,54
1607007300,46.06508377,57
1607008500,33.03414172,47
1607009700,32.04192706,69
1607010900,26.07550455,55
1607012100,31.04430269,76
1607013300,35.06459261,76
1607014500,46.03254352,43
1607015700,28.012418,64
1607016900,35.07299762,56
1607018100,35.09141099,77
1607019300,53.08710817,80
1607020500,27.03435024,52
1607021700,31.01861695,64
1607022900,28.03406944,47
1607024100,26.02912651,68
1607025300,31.0404638,63
1607026500,27.03395414,65
1607027700,48.00934734,70
1607028900,31.05248256,44
1607030100,26.06107875,62
1607031300,34.06385753,74
1607032500,27.04571327,41
1607033700,35.03011474,55
1607034900,28.0367805,53
1607036100,26.04287884,56
1607037300,36.01248979,78
1607038500,49.0049936,51
1607039700,47.05134222,77
1607040900,30.02015216,63
1607042100,35.08846493,53
1607043300,31.03625424,72
1607044500,54.02116122,43
1607045700,37.02402256,62
1607046900,32.04273173,70
1607048100,35.09978242,49
1607049300,28.00902512,61
1607050500,33.09923814,79
1607051700,30.08192443,53
1607052900,35.0963291,62
1607054100,43.01572981,69
1607055300,35.04215566,64
1607056500,26.00341238,56
1607057700,35.02805144,61
1607058900,31.03547168,75
1607060100,33.05003172,59
1607061300,35.05015554,55
1607062500,48.06071872,42
1607063700,34.06997225,77
1607064900,33.03152632,66
1607066100,27.0911769,66
1607067300,31.04330275,78
1607068500,28.0675373,41
1607069700,40.08243157,76
1607070900,37.07369501,63
1607072100,32.07192005,74
1607073300,51.0173266,78
1607074500,29.04760832,60
1607075700,34.01798746,72
1607076900,28.03742009,60
1607078100,31.00567155,51
1607079300,44.08102139,60
1607080500,54.09625599,60
1607081700,49.07413795,41
1607082900,27.05205308,75
1607084100,31.0097064,50
1607085300,32.02275011,43
1607086500,50.03686498,45
1607087700,47.05023415,65
1607088900,33.08269338,78
1607090100,41.03254571,41
1607091300,31.07124614,64
1607092500,29.02710733,60
1607093700,28.09870126,52
1607094900,35.08963714,52
1607096100,35.08811539,67
1607097300,43.01305092,63
1607098500,31.0995779,63
1607099700,52.04261558,42
1607100900,33.09774998,64
1607102100,35.08621196,79
1607103300,54.08991964,79
1607104500,28.0338813,76
1607105700,26.03181351,49
1607106900,32.07844108,59
1607108100,47.05024973,71
1607109300,35.08658031,74
1607110500,31.02976194,53
1607111700,35.03937161,77
1607112900,28.03028865,77
1607114100,35.03484998,46
1607115300,33.08739218,69
1607116500,53.04646521,79
1607117700,35.02918602,61
1607118900,27.00196743,61
1607120100,31.03294702,61
1607121300,28.02540046,67
1607122500,49.09645292,64
1607123700,33.04364877,68
1607124900,41.04493539,75
1607126100,51.02799551,73
1607127300,36.07379881,57
1607128500,31.01315486,49
1607129700,37.0529798,51
1607130900,53.04527166,66
1607132100,51.02587995,60
1607133300,52.01998537,52
1607134500,29.04175435,62
1607135700,50.07171068,75
1607136900,54.03857093,72
1607138100,50.05224136,69
1607139300,32.07662199,73
1607140500,29.02412467,63
1607141700,31.00963481,79
1607142900,43.06204502,72
1607144100,36.0592179,64
1607145300,41.05011304,60
1607146500,30.09603208,75
1607147700,28.02139227,58
1607148900,48.01209049,49
1607150100,41.02439548,49
1607151300,32.04331805,55
1607152500,33.07791042,65
1607153700,30.08142783,43
1607154900,35.08466397,68
1607156100,28.04957204,73
1607157300,31.07700651,52
1607158500,36.08184898,48
1607159700,35.03545042,44
1607160900,41.01402819,60
1607162100,38.08907462,63
1607163300,53.08032267,70
1607164500,27.05175859,60
1607165700,33.09692398,66
1607166900,34.06955122,56
1607168100,32.05995416,79
1607169300,29.07032404,50
1607170500,40.00675234,57
1607171700,44.02214524,52
1607172900,33.0357534,74
1607174100,35.03381014,79
1607175300,40.04798738,61
1607176500,35.04416363,76
1607177700,49.09165854,54
1607178900,31.09305714,46
1607180100,29.06079267,79
